0,0,0,0,
1132671,-4.3829,85.0445,-94.2,
1132671,-4.3829,85.0445,-94.2,
1132686,-4.37752,85.0592,-94.1975,
1132701,-4.36426,85.0833,-94.1872,
1132701,-4.36426,85.0833,-94.1872,
1132716,-4.34976,85.1131,-94.1756,
1132731,-4.34367,85.1385,-94.1726,
1132731,-4.34367,85.1385,-94.1726,
1132746,-4.3455,85.1497,-94.1766,
1132761,-4.35184,85.1464,-94.1831,
1132776,-4.35518,85.1414,-94.1858,
1132776,-4.35518,85.1414,-94.1858,
1132791,-4.36394,85.1315,-94.1942,
1132791,-4.36394,85.1315,-94.1942,
1132806,-4.38249,85.1197,-94.2135,
1132821,-4.4006,85.1124,-94.2331,
1132836,-4.42471,85.0969,-94.2582,
1132836,-4.42471,85.0969,-94.2582,
1132851,-4.44836,85.0818,-94.2829,
1132866,-4.45282,85.0815,-94.2878,
1132866,-4.45282,85.0815,-94.2878,
1132881,-4.43883,85.0941,-94.2736,
1132896,-4.42389,85.1083,-94.2585,
1132896,-4.42389,85.1083,-94.2585,
1132911,-4.41187,85.1245,-94.2471,
1132926,-4.40919,85.1333,-94.2456,
1132926,-4.40919,85.1333,-94.2456,
1132941,-4.40613,85.1374,-94.2435,
1132956,-4.38542,85.1559,-94.2241,
1132956,-4.38542,85.1559,-94.2241,
1132971,-4.35657,85.1886,-94.1976,
1132986,-4.34892,85.2107,-94.1933,
1132986,-4.34892,85.2107,-94.1933,
1133001,-4.35173,85.2269,-94.2001,
1133016,-4.3611,85.2384,-94.2136,
1133016,-4.3611,85.2384,-94.2136,
1133031,-4.36589,85.2441,-94.2207,
1133046,-4.36842,85.2374,-94.2229,
1133046,-4.36842,85.2374,-94.2229,
1133062,-4.38248,85.2205,-94.2361,
1133076,-4.40479,85.2062,-94.2588,
1133076,-4.40479,85.2062,-94.2588,
1133091,-4.40382,85.2113,-94.2583,
1133106,-4.39247,85.2112,-94.2454,
1133106,-4.39247,85.2112,-94.2454,
1133122,-4.37265,85.2129,-94.2237,
1133136,-4.32872,85.2353,-94.1787,
1133136,-4.32872,85.2353,-94.1787,
1133151,-4.2518,85.2973,-94.1038,
1133166,-4.15286,85.3919,-94.0094,
1133166,-4.15286,85.3919,-94.0094,
1133182,-4.06743,85.4779,-93.9281,
1133196,-4.04779,85.4896,-93.9099,
1133196,-4.04779,85.4896,-93.9099,
1133211,-4.09024,85.4372,-93.9523,
1133226,-4.1916,85.3446,-94.0544,
1133226,-4.1916,85.3446,-94.0544,
1133242,-4.35008,85.2193,-94.2155,
1133256,-4.49808,85.0893,-94.3613,
1133271,-4.61499,84.9559,-94.47,
1133271,-4.61499,84.9559,-94.47,
1133286,-4.7123,84.8173,-94.5556,
1133302,-4.79642,84.6829,-94.6265,
1133302,-4.79642,84.6829,-94.6265,
1133316,-4.88911,84.5639,-94.7104,
1133331,-4.97572,84.4975,-94.797,
1133331,-4.97572,84.4975,-94.797,
1133346,-5.02301,84.4976,-94.8501,
1133362,-5.01534,84.5565,-94.85,
1133362,-5.01534,84.5565,-94.85,
1133376,-4.99556,84.6251,-94.8381,
1133391,-5.0042,84.6624,-94.8546,
1133391,-5.0042,84.6624,-94.8546,
1133406,-5.04129,84.6681,-94.9002,
1133422,-5.07751,84.668,-94.9449,
1133422,-5.07751,84.668,-94.9449,
1133436,-5.06575,84.6971,-94.9377,
1133451,-5.01151,84.7395,-94.8798,
1133451,-5.01151,84.7395,-94.8798,
1133466,-4.94063,84.781,-94.8005,
1133482,-4.86055,84.8409,-94.7147,
1133482,-4.86055,84.8409,-94.7147,
1133497,-4.79189,84.9167,-94.6471,
1133512,-4.7424,84.997,-94.6049,
1133512,-4.7424,84.997,-94.6049,
1133527,-4.71135,85.0627,-94.5834,
1133542,-4.65201,85.1382,-94.5301,
1133542,-4.65201,85.1382,-94.5301,
1133557,-4.56111,85.2292,-94.4413,
1133572,-4.49214,85.3117,-94.3772,
1133572,-4.49214,85.3117,-94.3772,
1133587,-4.43579,85.392,-94.3285,
1133602,-4.37828,85.4655,-94.2772,
1133602,-4.37828,85.4655,-94.2772,
1133617,-4.34732,85.5084,-94.2513,
1133632,-4.33612,85.5349,-94.2461,
1133632,-4.33612,85.5513,-94.2386,
1133647,-4.32578,85.5513,-94.2386,
1133662,-4.29694,85.5789,-94.2109,
1133662,-4.29694,85.5789,-94.2109,
1133677,-4.27612,85.6037,-94.1928,
1133692,-4.30057,85.6009,-94.2256,
1133707,-4.36743,85.5677,-94.3068,
1133707,-4.36743,85.5677,-94.3068,
1133722,-4.4716,85.488,-94.4239,
1133737,-4.55669,85.4137,-94.5162,
1133737,-4.55669,85.4137,-94.5162,
1133752,-4.5955,85.375,-94.5553,
1133767,-4.59204,85.3728,-94.5485,
1133767,-4.59204,85.3728,-94.5485,
1133782,-4.59024,85.3684,-94.5435,
1133797,-4.60289,85.3562,-94.5568,
1133797,-4.60289,85.3562,-94.5568,
1133812,-4.62723,85.3419,-94.5873,
1133827,-4.66441,85.3181,-94.6344,
1133827,-4.66441,85.3181,-94.6344,
1133842,-4.71082,85.2801,-94.6892,
1133857,-4.74983,85.2435,-94.7312,
1133857,-4.74983,85.2435,-94.7312,
1133857,-4.74983,85.2435,-94.7312,
1133887,-4.79355,85.1977,-94.7724,
1133887,-4.79355,85.1977,-94.7724,
1133902,-4.82286,85.1688,-94.8021,
1133917,-4.85947,85.1313,-94.8374,
1133917,-4.85947,85.1313,-94.8374,
1133932,-4.89909,85.0875,-94.8724,
1133947,-4.92741,85.053,-94.8952,
1133947,-4.92741,85.053,-94.8952,
1133962,-4.95811,85.0182,-94.9229,
1133977,-4.98451,84.9904,-94.9483,
1133977,-4.98451,84.9904,-94.9483,
1133992,-5.01567,84.9604,-94.9805,
1134007,-5.03708,84.9416,-95.0041,
1134007,-5.03708,84.9416,-95.0041,
1134022,-5.04416,84.9369,-95.0133,
1134037,-5.05508,84.924,-95.0227,
1134052,-5.07022,84.9021,-95.0329,
1134052,-5.07022,84.9021,-95.0329,
1134067,-5.06764,84.8963,-95.0251,
1134082,-5.06534,84.8909,-95.0183,
1134082,-5.06534,84.8909,-95.0183,
1134097,-5.07487,84.8716,-95.0222,
1134112,-5.07951,84.8445,-95.0165,
1134112,-5.07951,84.8445,-95.0165,
1134127,-5.10712,84.7868,-95.0331,
1134142,-5.13243,84.7393,-95.0515,
1134142,-5.13243,84.7393,-95.0515,
1134157,-5.13927,84.7194,-95.0549,
1134172,-5.13715,84.7092,-95.0501,
