10.1502,0
20.3208,0.068528
30.4744,0.125115
40.76,0.209357
50.8981,0.301316
60.9978,0.379491
71.0883,0.4597
81.2686,0.489388
91.3999,0.492577
101.501,0.500458
111.621,0.511289
121.699,0.526374
131.768,0.542484
141.906,0.545362
151.985,0.546795
162.053,0.551073
172.158,0.574711
182.234,0.623066
192.302,0.671436
202.408,0.70443
212.484,0.720904
222.563,0.734883
232.66,0.746506
242.737,0.770244
252.806,0.792284
262.909,0.807935
272.985,0.784341
283.056,0.760014
293.198,0.73061
303.299,0.752771
313.39,0.774298
323.592,0.863201
333.734,0.94873
343.837,1.03627
354.038,1.06164
364.172,1.05646
374.274,1.05201
384.468,1.09216
394.607,1.17834
404.708,1.26298
414.922,1.33058
425.064,1.36427
435.178,1.38816
445.381,1.41441
455.521,1.45532
465.622,1.49721
475.824,1.53744
485.965,1.54456
496.065,1.57019
506.261,1.60421
516.394,1.68976
526.495,1.81094
536.695,1.93465
546.83,2.04441
556.928,2.13396
567.133,2.2343
577.284,2.34873
587.385,2.49011
597.576,2.63341
607.725,2.80331
617.829,2.98007
628.037,3.16156
638.185,3.36009
648.289,3.56294
658.498,3.76755
668.662,3.98034
678.76,4.2168
688.957,4.45548
699.109,4.70986
709.211,4.98994
719.42,5.27178
729.566,5.56104
739.671,5.84162
749.887,6.12431
760.05,6.41215
770.162,6.68715
780.448,6.96547
790.609,7.26228
800.714,7.57613
810.862,7.91144
821.017,8.2491
831.118,8.60249
841.264,8.95474
851.416,9.30808
861.514,9.66005
871.657,10.029
881.811,10.3997
891.916,10.7712
902.07,11.1446
912.225,11.5199
922.326,11.9028
932.501,12.2747
942.626,12.647
952.726,13.0184
962.896,13.3948
973.044,13.773
983.148,14.1479
993.37,14.5454
1003.53,14.946
1013.63,15.3433
1023.83,15.7347
1033.97,16.1266
1044.08,16.4927
1054.25,16.8438
1064.37,17.1878
1074.47,17.5311
1084.67,17.9015
1094.81,18.2874
1104.91,18.672
1115.1,19.0617
1125.24,19.4407
1135.34,19.8187
1145.53,20.1903
1155.65,20.5674
1165.75,20.9442
1175.94,21.3235
1186.07,21.7203
1196.17,22.116
1206.37,22.5302
1216.51,22.9187
1226.6,23.3061
1236.79,23.6971
1246.93,24.0901
1257.03,24.4817
1267.22,24.8752
1277.35,25.2603
1287.45,25.6443
1297.66,26.0397
1307.8,26.4505
1317.9,26.8596
1328.12,27.2752
1338.26,27.6888
1348.36,28.1006
1358.54,28.532
1368.67,28.9563
1378.77,29.3801
1388.98,29.8165
1399.12,30.2589
1409.22,30.7
1419.4,31.158
1429.53,31.6134
1439.63,32.0804
1449.82,32.5504
1459.97,32.9738
1470.07,33.3715
1480.25,33.7707
1490.37,34.1573
1500.47,34.5148
1510.72,34.8745
1520.86,35.2089
1530.96,35.5322
1541.14,35.8567
1551.28,36.1705
1561.39,36.4697
1571.55,36.769
1581.7,37.0791
1591.8,37.3869
1601.99,37.6955
1612.15,38.0344
1622.25,38.3923
1632.4,38.7507
1642.55,39.1047
1652.65,39.4493
1662.85,39.7954
1672.99,40.1523
1683.09,40.5043
1693.25,40.8573
1703.39,41.2249
1713.49,41.588
1723.71,41.9536
1733.85,42.3227
1743.95,42.6847
1754.11,43.0474
1764.27,43.4072
1774.37,43.7664
1784.53,44.1261
1794.69,44.4865
1804.79,44.85
1814.95,45.2124
1825.11,45.5763
1835.21,45.9494
1845.36,46.3314
1855.49,46.7138
1865.59,47.1061
1875.77,47.4831
1885.9,47.8599
1896,48.2382
1906.16,48.6189
1916.32,49.0011
1926.42,49.4084
1936.57,49.817
1946.71,50.2268
1956.82,50.6383
1967,51.0674
1977.13,51.4955
1987.23,51.9189
1997.4,52.334
2007.55,52.7491
2017.65,53.1602
2027.85,53.5731
2037.99,53.9863
2048.09,54.3924
2058.28,54.8002
2068.41,55.2077
2078.51,55.6122
2088.7,56.0166
2098.84,56.4224
2108.94,56.8266
2119.13,57.2295
2129.25,57.626
2139.35,58.0215
2149.54,58.4114
2159.68,58.8014
2169.78,59.1904
2180.01,59.5532
2190.15,59.905
2200.25,60.2557
2210.45,60.6358
2220.59,61.0213
2230.69,61.4055
2240.88,61.7587
2251.02,62.105
2261.12,62.4498
2271.26,62.7941
2281.4,63.1211
2291.5,63.4473
2301.67,63.7687
2311.81,64.1005
2321.91,64.4314
2332.08,64.7859
2342.22,65.1462
2352.32,65.5057
2362.51,65.869
2372.64,66.2267
2382.74,66.5838
2392.94,66.9587
2403.08,67.3233
2413.18,67.6884
2423.39,68.0559
2433.52,68.4267
2443.61,68.7824
2453.81,69.1403
2463.96,69.5015
2474.06,69.8587
2484.26,70.2181
2494.4,70.5918
2504.5,70.9772
2514.7,71.3648
2524.85,71.7949
2534.95,72.2379
2545.15,72.6835
2555.28,73.1627
2565.38,73.6884
2575.57,74.2175
2585.73,74.7515
2595.83,75.2328
2606.03,75.7162
2616.18,76.1413
2626.28,76.484
2636.47,76.8282
2646.64,77.1266
2656.74,77.3863
2666.95,77.6476
2677.12,77.8954
2687.22,78.1314
2697.43,78.369
2707.61,78.6058
2717.71,78.879
2727.87,79.1504
2738.01,79.4228
2748.11,79.6926
2758.25,79.971
2768.42,80.2508
2778.52,80.5403
2788.66,80.8172
2798.82,81.0953
2808.92,81.3569
2819.08,81.6017
2829.24,81.8476
2839.34,82.1023
2849.54,82.3629
2859.67,82.6228
2869.77,82.8821
2879.97,83.1341
2890.1,83.3854
2900.2,83.6339
2910.39,83.8979
2920.54,84.1618
2930.65,84.4282
2940.83,84.7097
2950.99,84.9916
2961.09,85.2708
2971.27,85.5487
2981.42,85.8269
2991.52,86.1142
3001.7,86.3901
3011.83,86.6657
3021.93,86.9439
3032.12,87.2227
3042.26,87.5017
3052.36,87.787
3062.55,88.0672
3072.69,88.3556
3082.79,88.643
3093,88.9203
3103.14,89.1961
3113.24,89.4706
3123.46,89.7336
3133.59,89.9934
3143.69,90.2523
3153.91,90.5264
3164.05,90.7865
3174.15,91.0456
3184.34,91.2891
3194.48,91.5295
3204.58,91.7692
3214.76,92.0264
3224.89,92.2818
3234.99,92.5362
3245.18,92.7902
3255.32,93.0528
3265.42,93.3148
3275.61,93.5517
3285.74,93.7789
3295.84,94.0055
3306.03,94.2299
3316.17,94.4457
3326.26,94.6612
3336.45,94.8497
3346.58,95.0805
3356.68,95.3108
3366.87,95.5364
3377.01,95.7264
3387.1,95.9158
3397.31,96.1063
3407.45,96.3004
3417.55,96.4672
3427.76,96.635
3437.9,96.7869
3448.01,96.9268
3458.2,97.0675
3468.35,97.1755
3478.45,97.2508
3488.63,97.3265
3498.78,97.3616
3508.88,97.3828
3519.08,97.4042
3529.2,97.4053
3539.27,97.4249
3549.38,97.4445
3559.46,97.4403
3569.53,97.4268
3579.64,97.4133
3589.71,97.3779
3599.78,97.3328
3609.89,97.2876
3619.97,97.2343
3630.06,97.1879
3640.17,97.1416
3650.25,97.096
3660.31,97.0294
3670.43,96.9626
3680.5,96.8752
3690.57,96.7908
3700.7,96.7063
3710.78,96.6378
3720.85,96.5745
3730.94,96.4734
3741.02,96.3723
3751.09,96.2828
3761.18,96.2026
3771.27,96.1223
3781.36,96.0391
3791.46,95.934
3801.53,95.8288
3811.6,95.6944
3821.69,95.5737
3831.76,95.4529
3841.83,95.3338
3851.93,95.2033
3862,95.0726
3872.07,94.9058
3882.16,94.7279
3892.23,94.5499
3902.3,94.3849
3912.39,94.2076
3922.47,94.0301
3932.54,93.8661
3942.63,93.6883
3952.7,93.5103
3962.77,93.3198
3972.87,93.1266
3982.94,92.9333
3993.01,92.7115
4003.13,92.478
4013.32,92.2426
4023.45,92.0009
4033.58,91.7419
4043.68,91.4828
4053.77,91.2239
4063.92,90.9782
4074.06,90.7322
4084.16,90.465
4094.37,90.1892
4104.52,89.9134
4114.63,89.6156
4124.84,89.3221
4134.98,89.0288
4145.09,88.7248
4155.27,88.3976
4165.41,88.0708
4175.51,87.7313
4185.71,87.3756
