0,1,0,0,1,0
0.000338383,1,-0.000138198,0.000713708,0.999999,-0.00110397
-4.76371e-05,0.999999,-0.00138619,-0.000351148,0.999996,-0.00283577
-0.0015329,0.999998,-0.000887483,0.000115393,0.999994,-0.00348937
-0.00936064,0.999915,0.00909312,-0.00178815,0.999994,0.00280501
-0.022841,0.999315,0.0291068,-0.00884141,0.999632,0.0256424
-0.0391249,0.997706,0.0552385,-0.0141171,0.998324,0.0561343
-0.0530379,0.995068,0.0838203,-0.0179718,0.996098,0.0864093
-0.0658211,0.99117,0.115111,-0.0177677,0.992488,0.121046
-0.0793994,0.985856,0.147593,-0.0167337,0.986951,0.16015
-0.0952325,0.978793,0.181368,-0.0246988,0.979698,0.198954
-0.1101,0.970416,0.214872,-0.033658,0.971824,0.233293
-0.123179,0.961049,0.247409,-0.0410694,0.961307,0.272402
-0.135575,0.950498,0.279594,-0.04767,0.950491,0.307074
-0.148053,0.939729,0.308204,-0.0519388,0.93918,0.339475
-0.161955,0.92795,0.335678,-0.0604898,0.928524,0.366311
-0.173643,0.915156,0.363783,-0.0695893,0.917846,0.390788
-0.186645,0.899404,0.395265,-0.0735706,0.907415,0.413744
-0.199774,0.882988,0.424761,-0.0824622,0.897901,0.432403
-0.211062,0.86693,0.451536,-0.0895059,0.893372,0.440312
-0.217053,0.852643,0.475276,-0.0829162,0.869886,0.486232
-0.215753,0.842864,0.49298,-0.0697016,0.86809,0.491488
-0.210618,0.842474,0.495859,-0.0683362,0.863102,0.500383
-0.207361,0.847452,0.488698,-0.0718689,0.867759,0.49176
-0.206008,0.850605,0.483767,-0.075127,0.870249,0.486848
-0.205508,0.854719,0.476676,-0.0813265,0.872104,0.482514
-0.202519,0.858315,0.471467,-0.0967347,0.877806,0.469145
-0.200264,0.858952,0.471269,-0.112732,0.883089,0.45546
-0.204206,0.853951,0.47861,-0.123629,0.882833,0.453122
-0.213536,0.847877,0.485289,-0.125821,0.867935,0.480476
-0.226264,0.838868,0.495081,-0.151032,0.844055,0.514547
-0.238518,0.825098,0.512174,-0.165695,0.822014,0.544828
-0.248741,0.808064,0.534003,-0.175043,0.795649,0.579914
-0.254294,0.791896,0.555189,-0.178945,0.771208,0.610914
-0.26256,0.772055,0.578786,-0.182712,0.748163,0.637861
-0.272337,0.751687,0.600665,-0.175318,0.733111,0.657123
-0.280294,0.739551,0.611964,-0.179157,0.719552,0.67093
-0.286609,0.730398,0.619979,-0.184538,0.706642,0.683083
-0.292188,0.718082,0.631652,-0.18627,0.686189,0.703169
-0.293888,0.70588,0.644486,-0.204627,0.649914,0.731942
-0.290437,0.694799,0.657952,-0.199026,0.632824,0.748279
-0.290487,0.68609,0.667006,-0.208173,0.625413,0.752012
-0.288802,0.681312,0.672612,-0.20856,0.618977,0.757211
-0.287327,0.676526,0.678052,-0.208148,0.607632,0.766457
-0.287424,0.671785,0.682709,-0.209842,0.597577,0.773865
-0.286782,0.668398,0.686295,-0.21301,0.59097,0.778062
-0.284778,0.663563,0.691799,-0.210034,0.587349,0.781605
-0.282477,0.65877,0.697301,-0.207702,0.578269,0.788963
-0.281002,0.653859,0.7025,-0.206271,0.56588,0.798268
-0.281988,0.645938,0.709399,-0.206518,0.556293,0.804914
-0.283556,0.639291,0.714775,-0.20774,0.544088,0.812902
-0.280309,0.631462,0.722968,-0.206033,0.53274,0.820815
-0.273733,0.624902,0.731141,-0.194806,0.513592,0.835626
-0.268203,0.622591,0.735151,-0.193174,0.500256,0.844053
-0.2703,0.620849,0.735856,-0.194633,0.501518,0.842968
-0.270591,0.626449,0.730987,-0.19772,0.511675,0.836118
-0.274147,0.636572,0.720846,-0.198743,0.527579,0.82593
-0.280395,0.65492,0.701754,-0.203777,0.557887,0.804509
-0.285287,0.680456,0.674975,-0.210618,0.602129,0.770116
-0.290192,0.713519,0.637713,-0.212473,0.6488,0.730693
-0.287408,0.753549,0.591236,-0.222832,0.699447,0.679056
-0.273339,0.795777,0.540392,-0.209677,0.766775,0.606703
-0.247913,0.832747,0.495047,-0.190002,0.825359,0.531676
-0.216092,0.864392,0.454016,-0.174658,0.864495,0.471317
-0.17928,0.894681,0.40915,-0.148815,0.897316,0.415543
-0.146752,0.918723,0.366621,-0.12881,0.927332,0.351372
-0.115566,0.939671,0.321966,-0.104954,0.949191,0.296679
-0.0869707,0.954861,0.284033,-0.0931629,0.96454,0.246941
-0.0614448,0.966131,0.250627,-0.0793878,0.974497,0.209883
-0.0362173,0.975098,0.218798,-0.0546459,0.984647,0.165776
-0.0131261,0.982931,0.183503,-0.0237781,0.992229,0.122122
0.00807746,0.988615,0.150247,-0.000429167,0.996711,0.0810271
0.0267758,0.992708,0.117529,0.0261271,0.99878,0.0418847
0.0367044,0.995333,0.0892443,0.0352651,0.999377,0.00116947
0.0398787,0.996504,0.0734076,0.0275118,0.99957,-0.0100529
0.03663,0.996882,0.0698828,0.0185425,0.999733,-0.0137155
0.0353062,0.996992,0.0689976,0.0150915,0.999747,-0.0166268
0.0359868,0.996889,0.0701242,0.0172334,0.999605,-0.0221792
0.0366415,0.996814,0.0708397,0.0209056,0.9995,-0.0237078
0.0351027,0.996584,0.0747512,0.0221646,0.999559,-0.0197535
0.0333355,0.996782,0.0728982,0.0246825,0.999565,-0.0160798
0.0334858,0.997006,0.0696953,0.024508,0.999481,-0.020888
0.0348725,0.997088,0.0678272,0.0214337,0.999532,-0.0218181
0.0369076,0.997121,0.0662408,0.0255891,0.999418,-0.0225364
0.0363285,0.997299,0.0638448,0.0234895,0.999407,-0.025186
