4.39098,-1.8,0.250229
8.89644,-3.6,0.256409
13.1466,-5.4,0.253338
17.4872,-7.2,0.253338
21.7177,-9,2.63014
25.9333,-10.8,5.49503
30.2153,-12.6,8.39099
34.7105,-14.4,10.5554
39.1673,-16.2,12.7017
43.5129,-18,14.8006
47.7838,-19.8,16.8575
51.9983,-21.6,18.868
56.2172,-23.4,20.8802
60.4315,-25.2,22.8904
64.6478,-27,24.8503
68.8599,-28.8,26.8086
73.0734,-30.6,28.7672
77.292,-32.4,30.7281
81.5038,-34.2,32.6605
85.7212,-36,34.5949
89.9349,-37.8,36.5268
94.1529,-39.6,38.5211
98.3637,-41.4,40.5118
102.577,-43.2,42.5031
106.793,-45,44.4964
111.005,-46.8,46.4418
115.228,-48.6,48.3933
119.439,-50.4,50.3391
123.651,-52.2,52.2851
127.867,-54,54.2012
132.08,-55.8,56.1162
136.297,-57.6,58.033
140.511,-59.4,59.954
144.73,-61.2,61.8769
148.973,-63,63.8119
153.187,-64.8,65.7332
157.404,-66.6,67.592
161.618,-68.4,69.4498
165.834,-70.2,71.3085
170.047,-72,73.1436
174.265,-73.8,74.9816
178.477,-75.6,76.8164
182.691,-77.4,78.6519
186.906,-79.2,80.465
191.118,-81,82.2771
195.334,-82.8,84.0903
199.545,-84.6,85.857
203.758,-86.4,87.6257
207.974,-88.2,89.3954
212.186,-90,91.1632
216.405,-91.8,92.9105
220.618,-93.6,94.6551
224.834,-95.4,96.4011
229.044,-97.2,98.1446
233.256,-99,99.883
237.473,-100.8,101.624
241.685,-102.6,103.362
245.899,-104.4,105.068
250.137,-106.2,106.783
254.353,-108,108.489
258.563,-109.8,110.193
262.774,-111.6,111.878
266.991,-113.4,113.566
271.201,-115.2,115.251
275.416,-117,116.919
279.626,-118.8,118.585
283.838,-120.6,120.251
288.052,-122.4,121.919
292.262,-124.2,123.556
296.478,-126,125.196
300.69,-127.8,126.834
304.906,-129.6,128.466
309.117,-131.4,130.096
313.328,-133.2,131.726
317.548,-135,133.359
321.759,-136.8,134.964
325.976,-138.6,136.572
330.188,-140.4,138.178
334.404,-142.2,139.786
338.616,-144,141.417
342.829,-145.8,143.049
347.044,-147.6,144.683
351.279,-149.4,146.43
355.497,-151.2,148.171
359.707,-153,149.907
363.961,-154.8,151.662
368.171,-156.6,153.494
372.383,-158.4,155.327
376.599,-160.2,157.162
380.811,-162,158.98
385.028,-163.8,160.801
389.237,-165.6,162.619
393.448,-167.4,164.438
397.663,-169.2,166.232
401.879,-171,168.028
406.095,-172.8,169.823
410.304,-174.6,171.626
414.524,-176.4,173.434
418.733,-178.2,175.238
422.945,-180,177.042
427.159,-181.8,178.832
431.371,-183.6,180.622
435.586,-185.4,182.413
439.802,-187.2,184.205
444.018,-189,185.996
448.227,-190.8,187.785
452.466,-192.6,189.586
456.682,-194.4,191.377
460.894,-196.2,193.165
465.111,-198,194.955
469.32,-199.8,196.742
473.533,-201.6,198.544
477.749,-203.4,200.346
481.96,-205.2,202.147
486.176,-207,203.953
490.389,-208.8,205.758
494.604,-210.6,207.564
