4.29603,-1.8,0.481325
8.88863,-3.6,0.486179
13.1256,-5.4,0.584166
17.3447,-7.2,0.6921
21.5605,-9,0.809871
25.7754,-10.8,0.932085
29.9911,-12.6,2.23009
34.2024,-14.4,3.56711
38.4143,-16.2,4.91357
42.6318,-18,6.74487
46.843,-19.8,8.5754
51.0586,-21.6,10.4085
55.2737,-23.4,12.2417
59.4922,-25.2,14.2023
63.7066,-27,16.1602
67.9526,-28.8,18.1341
72.175,-30.6,20.1239
76.3927,-32.4,22.1124
80.6132,-34.2,24.1016
84.8298,-36,26.0877
89.0501,-37.8,28.0523
93.2645,-39.6,30.0128
97.4837,-41.4,31.9757
101.703,-43.2,33.892
105.921,-45,35.8083
110.139,-46.8,37.7247
114.356,-48.6,39.6396
118.567,-50.4,41.2514
122.788,-52.2,42.8669
127.003,-54,44.4804
131.222,-55.8,46.0951
135.437,-57.6,47.7083
139.66,-59.4,49.3247
143.875,-61.2,50.9378
148.09,-63,52.5261
152.31,-64.8,54.1157
156.527,-66.6,55.7051
160.75,-68.4,57.2958
164.965,-70.2,58.9483
169.209,-72,60.6116
173.424,-73.8,62.2646
177.644,-75.6,64.0579
181.867,-77.4,65.8526
186.082,-79.2,67.6438
190.303,-81,69.4385
194.517,-82.8,71.3075
198.801,-84.6,73.2093
203.015,-86.4,75.0795
207.232,-88.2,76.9505
211.454,-90,78.7788
215.675,-91.8,80.6096
219.896,-93.6,82.4382
224.11,-95.4,84.2313
228.325,-97.2,86.0243
232.545,-99,87.8199
236.762,-100.8,89.4924
240.979,-102.6,91.1654
245.193,-104.4,92.8364
249.412,-106.2,94.5103
253.624,-108,96.1357
257.839,-109.8,97.762
262.058,-111.6,99.3901
266.272,-113.4,101.016
270.518,-115.2,102.747
274.733,-117,104.468
278.954,-118.8,106.188
283.166,-120.6,107.995
287.38,-122.4,109.801
291.601,-124.2,111.611
295.815,-126,113.417
300.035,-127.8,115.236
304.247,-129.6,117.052
308.462,-131.4,118.868
312.678,-133.2,120.812
316.897,-135,122.756
321.116,-136.8,124.701
325.33,-138.6,126.643
329.55,-140.4,128.323
333.763,-142.2,130
337.978,-144,131.678
342.197,-145.8,133.357
346.413,-147.6,135.174
350.635,-149.4,136.994
354.849,-151.2,138.81
359.066,-153,140.588
363.281,-154.8,142.364
367.496,-156.6,144.141
371.714,-158.4,145.956
375.928,-160.2,147.769
380.15,-162,149.585
384.364,-163.8,151.398
388.578,-165.6,153.213
392.799,-167.4,155.032
397.013,-169.2,156.847
401.233,-171,158.665
405.448,-172.8,160.482
409.675,-174.6,162.305
413.888,-176.4,164.123
418.106,-178.2,165.923
422.322,-180,167.722
426.54,-181.8,169.522
430.76,-183.6,171.323
434.98,-185.4,173.144
439.208,-187.2,174.97
443.422,-189,176.791
447.638,-190.8,178.611
451.856,-192.6,180.45
456.07,-194.4,182.287
460.29,-196.2,184.126
464.503,-198,185.936
468.761,-199.8,187.765
473.009,-201.6,189.59
477.224,-203.4,191.396
481.443,-205.2,193.203
485.662,-207,195.009
489.882,-208.8,196.818
494.101,-210.6,198.606
498.318,-212.4,200.392
502.541,-214.2,202.182
506.756,-216,203.968
510.976,-217.8,205.761
515.194,-219.6,207.553
519.416,-221.4,209.347
523.63,-223.2,211.122
527.845,-225,212.899
532.064,-226.8,214.677
536.284,-228.6,216.455
540.511,-230.4,218.257
544.727,-232.2,220.054
548.945,-234,221.852
553.16,-235.8,223.673
557.376,-237.6,225.495
561.596,-239.4,227.317
