0,1,0,0,1,0,0.330051
0.000552968,1,-0.000512906,0.000837657,0.999999,0.000860146,100.892
0.00212538,0.999997,-0.00075756,0.00209552,0.999996,0.00156527,201.335
0.00326894,0.999992,-0.00217857,0.00288025,0.999991,0.00315095,301.781
0.00397887,0.999983,-0.00430276,0.00275748,0.999988,0.00412082,402.227
0.00269779,0.999988,-0.00405679,-0.000481149,0.999994,0.00342315,502.785
0.00202397,0.999993,-0.00324621,-0.00269068,0.999994,0.00205443,603.229
0.00276941,0.999992,-0.0029789,-0.00234275,0.999994,0.00255362,703.678
0.00704643,0.999955,-0.00641847,-0.00287686,0.999989,0.00366014,804.127
0.00992647,0.999901,-0.0100485,0.00689159,0.999922,0.0104473,904.568
0.0197828,0.999586,-0.0208923,0.0177428,0.999554,0.0240188,1005.02
0.0435229,0.998221,-0.0407421,0.0276731,0.998574,0.045641,1105.45
0.0779733,0.994727,-0.0666167,0.0529605,0.995651,0.0766364,1205.89
0.130937,0.987076,-0.0923977,0.103621,0.987804,0.116214,1306.33
0.205914,0.965119,-0.161693,0.175709,0.964812,0.195611,1406.78
0.288349,0.92906,-0.231735,0.242665,0.925817,0.289785,1507.21
0.376321,0.877252,-0.298012,0.310624,0.876489,0.367803,1607.67
0.454893,0.814873,-0.359241,0.370528,0.810794,0.453124,1708.1
0.519811,0.750066,-0.408898,0.413829,0.74439,0.52405,1808.61
0.567225,0.686166,-0.455447,0.447412,0.670548,0.591766,1909.06
0.604597,0.626584,-0.491788,0.464244,0.605536,0.646377,2009.5
0.633184,0.568247,-0.525522,0.473766,0.540581,0.695209,2109.96
0.660066,0.506745,-0.554547,0.481415,0.47483,0.736732,2210.42
0.68627,0.440479,-0.578802,0.484266,0.397895,0.779208,2310.87
0.709239,0.369709,-0.600246,0.491768,0.306125,0.815139,2411.33
0.726777,0.303862,-0.616006,0.491928,0.222607,0.841696,2511.78
0.737174,0.244314,-0.629988,0.49098,0.141036,0.859678,2612.23
0.742941,0.19048,-0.641681,0.486182,0.0667279,0.871306,2712.63
0.743448,0.138808,-0.65423,0.482584,-0.00300883,0.875844,2813.08
0.741014,0.092901,-0.665031,0.476566,-0.0586684,0.877178,2913.57
0.738433,0.0563903,-0.671965,0.467362,-0.100276,0.87836,3014.01
0.738373,0.0253633,-0.673915,0.459513,-0.132016,0.878305,3114.45
0.73906,0.0083133,-0.673588,0.459402,-0.15693,0.874255,3214.9
0.738441,0.00297163,-0.674312,0.458232,-0.163399,0.873684,3315.34
0.736496,0.00923464,-0.676379,0.456382,-0.14751,0.877471,3415.78
0.732824,0.0278427,-0.679849,0.456597,-0.118607,0.881732,3516.24
0.727533,0.0642853,-0.683055,0.462723,-0.0790034,0.882975,3616.65
0.722313,0.125225,-0.680135,0.469537,-0.00920914,0.882865,3717.23
0.724965,0.179858,-0.664889,0.458678,0.0827355,0.884743,3817.61
0.71296,0.259672,-0.651352,0.464605,0.160279,0.870892,3918.13
0.681201,0.364456,-0.634931,0.455996,0.254524,0.85281,4018.75
0.63312,0.480872,-0.606565,0.412554,0.37832,0.828657,4119.17
0.566142,0.597485,-0.567887,0.334446,0.51059,0.792114,4219.56
0.481436,0.712815,-0.510014,0.246344,0.632865,0.734028,4319.94
0.401874,0.793204,-0.45752,0.177176,0.717811,0.673318,4420.33
0.33244,0.855336,-0.397346,0.11157,0.785691,0.608475,4520.72
0.274417,0.899672,-0.339539,0.0670007,0.839755,0.538816,4621.11
0.225639,0.932452,-0.282172,0.0342573,0.882427,0.469201,4721.5
0.178533,0.958308,-0.223095,0.00111623,0.917489,0.397761,4821.87
0.139083,0.976558,-0.164288,-0.0358698,0.943963,0.328097,4922.27
0.106916,0.987255,-0.117883,-0.0634147,0.960087,0.27242,5022.96
0.0766888,0.99403,-0.077611,-0.0881199,0.968418,0.233241,5123.58
0.0536375,0.997478,-0.0464932,-0.112333,0.973426,0.199557,5224.03
0.0364644,0.999161,-0.0186571,-0.124692,0.976957,0.173227,5324.41
0.0232933,0.999728,0.000994366,-0.141663,0.977915,0.153667,5424.81
0.0187058,0.999778,0.00976737,-0.157026,0.977336,0.141975,5525.2
