0,1,0,0,1,0,0.296823
0.000952473,1,0.000186929,-0.000191237,1,4.30516e-05,100.876
0.00112338,0.999999,0.000298645,0.000297555,1,-0.000194928,201.352
0.00212924,0.999998,0.000618994,0.000488603,1,0.000273676,301.801
0.0043919,0.999989,0.00147178,0.00101479,0.999999,0.000591183,402.25
0.007627,0.99997,0.00133452,0.00229122,0.999997,0.000831447,502.698
0.0143449,0.999893,0.0027809,0.00935654,0.999955,0.00144055,603.132
0.0279559,0.999578,0.00796397,0.0236366,0.999705,0.00567372,703.584
0.0523441,0.998497,0.016274,0.0481468,0.99876,0.0126664,804.04
0.0872547,0.995869,0.0251328,0.0900807,0.995809,0.0158119,904.472
0.13359,0.990362,0.0365779,0.144964,0.989257,0.0188787,1004.94
0.19118,0.980267,0.0502597,0.210545,0.977273,0.0246558,1105.4
0.260163,0.963521,0.0627938,0.290781,0.956401,0.0272688,1205.81
0.334299,0.939415,0.075791,0.372581,0.927515,0.0299878,1306.19
0.405576,0.909841,0.0877343,0.448612,0.892864,0.0392545,1406.58
0.475995,0.873935,0.0983171,0.522862,0.851287,0.0438798,1506.96
0.539299,0.834938,0.109703,0.588965,0.806601,0.0501525,1607.34
0.596988,0.793106,0.12078,0.64863,0.758695,0.0605009,1707.72
0.648638,0.749801,0.130642,0.702774,0.707977,0.0698388,1808.1
0.694532,0.705725,0.139921,0.749753,0.65745,0.0750357,1908.49
0.734809,0.662354,0.146089,0.789367,0.608492,0.081465,2008.87
0.775798,0.611706,0.154764,0.827865,0.553595,0.0904008,2114.4
0.813303,0.560754,0.155218,0.860475,0.501952,0.0873318,2214.79
0.841298,0.51696,0.158015,0.889706,0.448985,0.0826778,2315.18
0.864351,0.475565,0.163508,0.912386,0.400659,0.0838074,2415.57
0.886636,0.431571,0.166201,0.930828,0.354158,0.0901765,2515.97
0.905268,0.390926,0.166333,0.946907,0.306411,0.0973596,2616.34
0.922565,0.351766,0.158537,0.958455,0.267257,0.0996897,2716.73
0.933934,0.322419,0.154309,0.969442,0.226208,0.0949335,2817.12
0.945122,0.290108,0.150269,0.977569,0.189249,0.0924272,2917.5
0.953571,0.262878,0.146955,0.98301,0.158935,0.091819,3017.88
0.960654,0.236885,0.145013,0.986413,0.135656,0.0926622,3118.26
0.966185,0.212378,0.146223,0.988773,0.111123,0.0999009,3218.64
0.970731,0.193481,0.142284,0.991604,0.0885446,0.0942447,3319.04
0.974271,0.181776,0.133241,0.993864,0.0721657,0.083818,3419.42
0.97508,0.180226,0.12937,0.994735,0.0662787,0.0781539,3519.8
0.973424,0.188762,0.129668,0.994452,0.0732433,0.0755012,3620.18
0.97009,0.20652,0.127569,0.99336,0.0897371,0.0719827,3720.65
0.963874,0.233504,0.128146,0.99121,0.114343,0.0665353,3821.03
0.952451,0.27515,0.130873,0.986862,0.148719,0.0631271,3921.41
0.933926,0.328124,0.14183,0.978185,0.197839,0.0633424,4021.81
0.907838,0.391651,0.149797,0.963005,0.260572,0.0687146,4122.19
0.877348,0.452426,0.159906,0.94245,0.326094,0.0738166,4222.56
0.843925,0.510703,0.164231,0.916622,0.3924,0.0763295,4322.95
0.804791,0.569182,0.168351,0.888043,0.454283,0.0707526,4423.34
0.763079,0.624544,0.166296,0.85501,0.514332,0.0664757,4523.72
0.718839,0.675144,0.165685,0.816323,0.574391,0.0607478,4624.11
0.672725,0.722583,0.159105,0.774575,0.630377,0.0515479,4724.49
0.626085,0.765435,0.148749,0.729411,0.682875,0.0405014,4824.87
0.580206,0.802742,0.13772,0.684581,0.728315,0.0300762,4925.24
0.535396,0.834832,0.128086,0.639678,0.768344,0.0214073,5025.64
0.490863,0.863,0.119519,0.593304,0.804887,0.0120978,5126.01
0.448101,0.887362,0.108595,0.547687,0.836673,0.00410036,5226.39
0.405406,0.908759,0.0990046,0.504043,0.863659,-0.00576808,5327.03
0.365126,0.927066,0.0850286,0.458519,0.888538,-0.016109,5427.64
0.319813,0.94475,0.0718717,0.413898,0.909901,-0.0276999,5528.24
0.279757,0.958614,0.0528692,0.359644,0.932306,-0.0382231,5628.84
0.234525,0.971393,0.0373356,0.308996,0.949757,-0.0498253,5729.45
0.193767,0.980678,0.026909,0.261979,0.963419,-0.0564828,5830.12
0.15805,0.98729,0.0166908,0.21638,0.974326,-0.0621933,5930.78
0.12741,0.991812,0.00863357,0.17812,0.981726,-0.0669759,6031.38
0.103738,0.994592,0.00496218,0.145439,0.986419,-0.0763239,6131.98
0.0816019,0.996665,0.000425014,0.112725,0.990387,-0.080165,6232.62
0.0648584,0.997893,-0.00161855,0.0913085,0.992738,-0.0783196,6333.26
0.0517235,0.998661,-0.00111174,0.0767877,0.994195,-0.0753613,6433.85
0.0432678,0.999062,-0.00191494,0.0652823,0.994993,-0.0756775,6534.46
0.0377975,0.99928,-0.00314491,0.0579183,0.995458,-0.0755529,6635.16
0.0343592,0.999398,-0.00493247,0.0553847,0.995585,-0.0757756,6735.79
0.0321912,0.999457,-0.00709631,0.0522029,0.995743,-0.0759594,6836.43
0.0317453,0.999467,-0.00765953,0.0519233,0.995754,-0.0760056,6937.06
0.0320461,0.999463,-0.00689002,0.0515571,0.99584,-0.0751272,7037.66
0.0312821,0.999497,-0.0052066,0.0506786,0.996019,-0.0733308,7138.29
0.0290084,0.999571,-0.00412071,0.0477599,0.996339,-0.0708988,7238.92
0.0266524,0.999637,-0.00394414,0.0454419,0.996461,-0.0707067,7339.73
