0,1,0,0,1,0,0.288802
2.83523e-05,1,5.52847e-05,0.000163258,1,-4.18636e-05,100.792
-0.000694248,1,-3.47516e-06,-0.000196466,1,-0.000134959,201.213
-0.00109334,0.999999,0.000127287,-0.000854893,1,-0.000261585,301.629
-0.000622524,1,-8.46991e-05,0.000200766,1,4.94682e-05,402.027
0.000113581,1,-0.000416383,0.00126197,0.999999,0.000526989,502.667
0.000335725,1,-0.000333249,0.000585238,0.999999,0.00110272,603.056
0.00118865,0.999999,-0.000364293,0.000278284,0.999999,0.0016466,703.44
0.00388055,0.999992,-0.000420919,0.000424063,0.999997,0.00229596,803.814
0.00826845,0.999965,-0.00116937,0.00661748,0.999978,0.00094578,904.188
0.0180323,0.999837,-0.000913438,0.0186227,0.999825,-0.0019298,1004.57
0.0380318,0.999275,0.00207414,0.0392436,0.99922,-0.00440282,1104.95
0.0743308,0.997216,0.00596636,0.0702755,0.997522,-0.00348157,1205.33
0.119993,0.992702,0.0120047,0.118648,0.992895,-0.00903845,1305.72
0.172176,0.984854,0.0204717,0.172699,0.984916,-0.010775,1406.1
0.224402,0.974009,0.030841,0.226975,0.973846,-0.0103447,1506.47
0.277246,0.95989,0.04179,0.280353,0.959857,-0.0088376,1606.84
0.329956,0.942616,0.0510243,0.331661,0.943382,-0.0055584,1707.22
0.399296,0.914647,0.0631109,0.389694,0.920901,0.00895387,1807.62
0.466225,0.881244,0.0777419,0.470032,0.882583,0.0108234,1908.02
0.526655,0.84494,0.0933314,0.539829,0.841642,0.0149622,2008.39
0.58774,0.801968,0.106819,0.604481,0.796347,0.020876,2108.81
0.660472,0.741907,0.115548,0.669171,0.742606,0.0273433,2209.3
0.727225,0.675772,0.120317,0.745533,0.666403,0.00937376,2309.69
0.78142,0.611517,0.12422,0.798417,0.602067,0.00675434,2410.07
0.822278,0.554368,0.128591,0.839269,0.543632,0.00957051,2510.45
0.855256,0.500381,0.134747,0.87167,0.489937,0.0123829,2610.97
0.88515,0.444146,0.13872,0.901534,0.432314,0.0185029,2711.51
0.910462,0.387317,0.14507,0.927658,0.372822,0.0212898,2811.93
0.932005,0.330233,0.14938,0.948576,0.31541,0.0268422,2912.36
0.949579,0.275241,0.15014,0.963421,0.266613,0.0271588,3012.73
0.963441,0.222964,0.148554,0.977558,0.209315,0.0238333,3113.11
0.973755,0.172551,0.14842,0.987321,0.156688,0.025419,3213.5
0.980183,0.128062,0.151132,0.993172,0.112077,0.0323704,3313.89
0.983452,0.0944379,0.15461,0.996222,0.0784767,0.0371973,3414.27
0.985025,0.0725668,0.156399,0.997885,0.0520097,0.0389992,3514.66
0.985318,0.0688225,0.156246,0.998258,0.0469157,0.035773,3615.05
0.98461,0.0747655,0.157965,0.997942,0.052158,0.0372925,3715.43
